review,sentiment
Not getting output voice and whenever i use this app my phone get hanged,0
We want estes skin 😡😡,0
"Annoyingly Complex vs Others: Took 3 hrs to connect. [1] Host evidently not given easy option for sending calendar invite, [2] Not told which devices do/n't require app or the dif btwn app & website. [3] When using Chromebook, link took me to website even after downloading app w/ no ""go to app"" option. [4] Join page of app says URL of invite can be entered. Copied, pasted, wouldn't advance. Had to type ID & PW. [5] Not made clear ahead what info you'll need on hand. A video tutorial would help.",0
"I used GTM with no trouble in the past. Then recently, like some of the reviews I am seeing, I could not get the system to work. It failed to connect. My annual membership was just renewed. New buyer beware, there is NO REFUND if it doesn't work. We will find a different platform for our business.",0
Used to chat with my family arround the world . Good Job,2
Excellent,2
Why is the app not installing in my phone what could be the problem and how can i fix it??,0
Good,2
It is very good and useful. It's OK!,1
Good app but this may a problem it have didn't camera working,0
Worst app,0
i'm new to it . let me experience and shall rate it exactly,1
Nice one social site,2
Please mute people joining beep sound it's irritating,0
App is nice but it consumes too much data n sometimes hang also it takes to much time for update,1
From another phone unable to open,0
Pls add a new features.Some Wifi and mobile data lag.To fix lag pls add speed feature Both mobile data and wifi turn on mode.,2
Google meet call is closing when we attend the mobile voice call. Atleast it should be pause or should continue both.,0
"I attended a meeting using this app, it went well. The audio and visual effects were good.",2
Good app because we need a app for online classes and meeting,1
"Garbage Facebook app forced to use by my workplace (Bunnings) does not give the option to keep app from giving notifications, just 'snoozes' downloading because I have to. Don't download it.",0
Very good apps,1
Nice,2
"Slow performance on a high-end phone, app crashed twice during calls today, notifications don't have enough granular control. Stupid that call controls are hidden and have to tap the screen to get the mute/unmute button to appear. Disapointing coming from Microsoft, they need to focus harder on doing the core things better instead of putting so much effort into fringe features users dont need or want.",0
"It's a little wonky figuring out how it works on the phone vs computer, but overall its a great app",2
Video and voice was breaking very often,1
Sometimes it not working the audio. Not hearing what the opposite people saying and they also not hearing what I'm saying . Last I updated this .But the problem is not solving.,0
"Please give a update... When the schedule time is over, then zoom will automatically close..",1
I love this app because I can reach out to people and go on my meetings when there are no meetings available,2
after last update app not working its trying load but closed automatically I reinstall it again but same issue,0
Nice one,0
"Nice . I know that every student had the same way to learn , to earn knowledge",1
"Useful features but unreliable. I was on a low-speed connection and sent a series of chat messages. No indication was given that they did not successfully send. The website will tell you if you have a connection issue and the chat didn't send, but the app basically lies to you and makes it look as though the messages went through. I have uninstalled the Teams app and will now be manually visiting the website to avoid the app's unreliability.",1
Good,2
Enabling background still not available for phones,0
Rana Awais DJ,2
"Sometimes not opening, voice cracking,screen is blurr children have to attend classes so fix the issue",1
Very poor quality with just trying to have a call in meeting. Should not be used for anything professional.,0
Audio is not very clear but nice,0
Good app. Would like to Take Online tutorial for the App. How to train the Team.,2
Huge delay during setup as every password was rejected as containing my name or email address(none of them containedmy name nor email!). Security is a balance you haven't yet achieved.,0
😇😇😇😇😇,2
"Recent bug fixes have restored the reliability of the app. Except for a few random occurrences in the past few weeks,, connectivity has been pretty stable.",2
Is it possible to record video.,2
It keeps dialing 911. Fix yo goddamn app,0
Fantastic really good,2
#4200 gujarat,0
Jaok,1
The app itself is acceptable for what it is used for in my company. However the quality of sound is something that needs to be improved. Way too many times people speaking or interrupted by static or simply cut off. If This Were to be fit I would change my rating to a five,1
Great app and never experience any issues when I use the mobile compared to my desktop,2
Good on online class and had raise hand too. New update of Google meet.,2
It's good but sometimes it go back and tell that you can't join the meeting please solve this issue,2
I am satisfied and prefer this app for online meeting purpose. It's usually that utmost easier to all users audio and video conferencing.,2
"Notification dont work, my chat heads dont pop up from people unless I've opened it already. App kicked me out and wont let me sign in",0
This is good app for join classes but the problem is for 2 weeks i am getting issues report problem so u can't join video can't on ur video thats why I gave 2 stars,0
"Man, that's very big in size if considered from the business app point of 
view. Do something to reduce the size.",1
Voice is breaking in my all meetings by google meet.. Solve this problem. Not my network issue or mobile issue... I have strong wi-fi connection.. & others are not hearing my voice....,0
Class is not starting showing connecting for long time. 😡😡 solve this problem,0
"Overall works well. For some reason doesn't properly sync with system, so I frequently have chats marked as unread that I already read on my work computer.",2
In laptop is making issue in vedio,1
"For online classes this is the best app. But sometimes there are errors while seeing classes, internet connection is good, but also there are errors, I had reported this problem more than six times, please clear this problem. But this is the best app. 😊",1
I think it great but its glitches when I use tablet pls fix this app,1
This app is not good.. Kabhi meeting join nahi hoti. Tho kabi meeting mei awaz nahi ati...,0
"Microsoft Teams has certainly improved and has fixed many bugs over time. There are still many annoying bugs - which should be fixed. 1. A simple copy/paste from MS Word or Excel messes up the formatting. This doesn't happen with Slack, or Google Chat. 2. Compose a post in ""draft"" mode which has people tagged. Click on another post while the first post is still in draft mode. Return to the draft. The formatting and the tags are all messed up. 3. Edit of a post messes up the tagged people.",1
"This app is amazing 👌. I really like this app, This makes it very easy to attend lectures",2
App is very slow. Sometimes the images which we share is not delivered Sometimes it automatically switches to normal theme when we close the app if user has choosen dark mode. Every time its asking for password,0
I can attend my classes but in the middle of the class I get leaved instantly and then it says me that this meeting requires a newer version of the app and update your app. I go to play store but there are no updates available. I restart my tab 2-3 times still not working. I even delete the app 3-4 times still the same issue. What can I do to fix this?,0
"It is ok but can be Improved: in particular, the quality of audio and video is not as good as with Teams or even WhatsApp......",2
"It is very good app,for teachers and children's to communicate in this pandemic,this app has good features ,like assignment ,postes and etc.i has a very good experience with this app, this app helps children's to learn online 😊",2
Best app in the world for our online class and we like this app very much.,2
Good App where all our employees can be connected,2
Good,0
Completely useless................ Won't recommend 😡,0
App is easy to use absolutely hussle free.,2
"I'm really disappointed with this app, seriously! It is not a user-friendly and I hope you will fix this issue of having us so much time wasted of signing up ang signing in and still we can't join the meeting. I am very disappointed, now we can't no longer get our E-certificates.",0
it's a good game,1
Good,2
"Fairly easy to use, but when a meeting happens every day, there is no ability to save it so you don't have to sign in over and over again... monotony",1
Flawless,2
This app has been invaluable during the social distancing period. It keeps our teams connected and helps us continue our business seamlessly! I often find myself using Teams instead of Outlook for my calendar and meeting schedule because it's easier to read on my phone.,2
This is good app.,2
Thalithasebeko02,1
#4200 gujarat,0
"This app is really usefull for attending meetings , though I would like to bring some features which could be updated in it for a better experience 1.Virtual Whiteboard - This really helps teachers with zoom , it could be there for teams 2. Chat to only a person or everyone - Again , this is present in zoom and really helps! 3. Meeting joining pins , or password It would be great if microsoft adds these both things to its updates. Will help and app will be #teamsbetterthanZoom Thanks",1
as,2
Ever since my lollipop update cloud will not stay registered. Then it crashes and can not be restarted. Needs to be fixed.,0
"Hey guys, could you please add an option to switch each one of the video tiles to full-screen mode. Currently full screen mode is only for sharing content feature. For reference you can use Webex meeting app.",1
"This app has next to no extra value compared to the website, since it's clearly just the mobile website as app. Might as well use the website, since that already works great!",0
Calendar does not work for me . But it's a nice app,1
I don't have the green screen background and I can't update it.,1
the best,2
very good app,2
Good,2
"Downloaded, reviewed and uninstalled just so I can say, I hope those who use this app knows the protections of your personal data are non existent, just as on Facebook. Do you really trust Zuckhead to protect the work realm of your life after you've been so badly shafted by the other part of his business? Prepare to get bent over a digital barrel.",0
"Difficult and not intuitive to use, setup is equally frustrating.",0
Good,2
There is a bug in the audio outputs option like when I choose earpiece it Switches to earpiece but the icon is still in speaker....,2
DA RSI doda,0
It's good when there isn't any problems.,1
Osm it,2
While screen sharing it's so annoying that tab in the top 🥴,1
#4200Gujarat,0
"Hi, the audio volume disappeared midway of the training It could have been my wifi lacking strength Otherwise everything else was fine Thanks",1
Voice disturb,1
Unless you're paying for Zoom premium. Then I'd advice you to get this instead. It's yhe better option.,2
Nice app,2
Buggy and Slow. When I hang up a call it does not realize I left the meeting and I am left with his thing in my notification shade.,0
"I like using Zoom for the ease of use, multi functions and clear navigation.",2
Good,2
Easily and join and create meeting,0
"Virtual background, speakers view and many others are in the pcs but not in android.",1
Recently stopped syncing Read Messages with my desktop version.,1
"Can you please add in your update about the camera, please add the option you can move it, in full screen discussion, it blocks some part of the presentation, or you can minimize it that don't make it fixed.",0
The app is fine but I don't enjoy using it for school and Bill Gates can suck deez nuts for all I care,0
i love this app,2
Super but audio quality is very less,1
Ok,1
Very informative on why data science is relied on throughout everyday calculations and algorithms. Souro is excellent in presentation of demo.,2
good,1
Crashes,0
Its good but low netwark in poore sport.,1
Worst bcx of class teacher,0
Ok,2
It's not perfect. I find the drop down sharing menus are not consistent depending on whether it's a meeting or call and the audio microphone options over Citrix inconsistent too. Also difficult to manage text chains (can't delete) and invites for recurring meetings don't work when inviting some clients,0
"Can't install the app, every time same message, unable to install.",0
I like this app google meet is very good app for teaching online class i really like it.,2
This app is very useless because I have my online classes but sometimes voice is not coming and sometimes remove we all sometimes 1 boy is removed by this is glitch or problem even I also get removed by app kindly fix this problem .I hope go to meeting will fast as fast fix this problem .Yes I swiched and. I have wifi gives full range .,0
To slow,2
Indian girl,0
"Audio problems not clear, audio like old radio",0
It works. But is slow and constantly logs me out. There should be a lightweight version of this.,1
Instructor was engaging and worked thru video difficulties. Great class.,2
I'm Not sure !,1
Excellent,1
0p00:O,1
Good,2
The best conference app from Google. It consumes less data and also battery and we can change the background also which is a cool feature. Keep it up... 👏🏻👏🏻,2
Worst app,0
चन्द्र कला थापा,1
App is good but I'm not able to use background change option as it is a requirement because it's easy to change the background and not Focussing what is going behind and study 📚 peacefully. I request to fix this as I have tried many things to make it happen but it won't work plzz fix this. And II'I give it 5 stars I have write a review previously but Im giving it a 4 stars instead of 2stars,2
"Used for teleheatlh visit was easy to use, picture was clear and easy to connect",2
"Although it works to what is proposes to do, it does so poorly. - Audio mutes itself if app is sent to the background (another app opened) - Audio output selection is buggy (selecting bluetooth sometimes enables speaker, selecting speaker enables earpiece, etc...) - HUGE and I mean HUGE power and CPU usage. To the point of draining my battery and when I connected my charger the phone wouldn't charge because its temperature was too high. Had to put the phone on the car vents to cool it off (then it started charging again) - and only Webex was running - not other app. - Same power consumption is seen in PC (open task manager and it uses around 6% of my i7-9700 and ""power usage"" always reads ""HIGH"" - corroborating the same power hungriness of my cellphone.",0
"Can't log in, opens Microsoft log in page, details don't work there either. Waste of time. To be honest, if its anything to do with Facebook I'm not interested anyway.",0
"Pretty good, pretty straight forward to use. And it's more secure than Zoom.",2
"Very good vediocalling app,but sometimes, it strucks while leaving the meeting.and also vedio is stopping when we on the vedio and go to other app.please correct this problem.",2
"This app is good for online class. But my friends can change their background video effect. When I ask them they told me to update the meet and it will automatically give the video effect option. So I update the for several times,but it's giving.",2
"i cant login at all - yesterday i was able to.""Workplace has stopped working"" , sounds familiar?",0
Wow good nice,2
Its totally good. The features are very much suitable for the students and teachers too. I don't have any sharing problems.,2
Nice app,1
My camera is working properly but in this app is not working. Give me solution. Waiting for your reply.,0
Can't get into my meetings,2
Its a good app but sometimes it faces glitcheches which is alright for me,2
Why does the mic button look muted even when it's live? The icon should change to be clear. Also there is a big delay in the icon changing from mute to ummute.,0
So Nice.,1
Good,1
"Hey google I have ""android redmi 7A"" can you remove my participant icon from google meet whenever i do full screen that icon comes in front of the screen and i can't see what written on the screen is.",1
Goid,2
Wont Output sound to my UE Mega Boom when im casting to my google chrome. Why? Will only play through my phone nothing else,1
Cuts in and out too much,1
congratulations,2
facebook,1
The mobile phone version is not working. Please fix the issue.,0
Have not used zoom before,0
Cannot connect some times,1
"Android users do not receive ""Push"" notifications on android mobile devices unless they open the app. Thanks.",0
Nice but some time it geting gilech 😐😐,1
"It's interesting app and wonderful and I didn't remark that there is any of confuse in sound and everything clears ,therefore you can relieve in it",2
Nice,2
"Mas ok kung may face filter ito kagaya ng messenger, oryung mga filter sa ig at snapchat",1
It's better than zoom but it hangs so much,2
I'm using poco x3 nfc and whenever I use ms team app my screen begins to open and close I think its not compatible or what 🤦🏻‍♀️ kindly fix this thank you!,1
"In black board sessions go to meet can never beet Google meet...never,prove me wrong....",1
Webinar was good we had some issues with bandwidth and as a result videos when not encouraged. There was a temporary difficulty in hearing the questions and the persons would encourage to write the questions instead.,1
"Very professional easy to understand and the dr very patience with you he responds with knowledge of knowing what needs to be done next,for me that's a win win.",2
Too many bugs and many thing to improve.,1
Keeps asking for password,0
Good but dont need eany more,2
#4200gujarat,0
Love the no pin feature,2
"Everything works very reliably, clezr sound and images. No problems. Thank you very much.",2
Good,2
Good,2
The program works like a charm. Users should be clearly informed that an account is required along with a designated payment source so they do NOT encounter a delay participating in important meetings.,2
sound not smooth...kept breaking up e.g talk 5 seconds break 2s...lol,0
Nice,2
"Well let me start by saying this, when I first started using this app and I was in a conference call meeting more than once I got kicked out of the meeting and I use this app twice a week for my meetings so twice a week is quite a bit considering that you need this app for your business purposes or social purposes. But I've noticed the last month or so that it has gotten better. The only problem I have now is that when you're in a meeting it keeps making a noise I would not know how to explain .",2
Its a good app to pratice social distancing an not having to risk being around sick people and still be able to see and talk to people that you need to be in contact with.. And so far its been easy to use and works great.,2
What is this yrr..baar baar class cut ho jana hai automatically...what to do...bhut problm horii hai class join krne mein,2
I have my classes and after my update sometimes I am not able to join my class its says connecting....for 30minz and then says poor connection as my network is superb ... plz solve this issue... I need my attendance ...,0
But the app is superb . 💫 but i am giving four stars because background changer option doesn't see . Solve this problem please,2
Very good app to be official communication.,2
Stable meeting. Easy to manage. On the mobile app though I noticed my thumb at the screen in the feedback picture whenever I enabled/disabled the mute function.,2
Very informative and valuable,2
Rmp d,1
good,2
Ok,1
We want estes,0
"For some reason I can't open the reference material. I've uninstalled and reinstalled and it still won't let me open it, please fix this. The only way I can open it is by searching MS Teams on google chrome, which is a bit trickier and time consuming. I don't know what may have caused this but it's really annoying, other than that it's a nice app.",0
Some more feature must add like filter on camera etc,1
this is a good app it keeps me in touch with people needed to be talked to that are not in distance of seeing everyday,2
"This is such a great app omg,   Makes my life much easier, doing conference calls with my work team amazing",2
Voice issue,1
Everything in this app is awesome,2
"I absolutely have a great experience using Teams. It never disappoint. The videos, recordings come out very clear as long as one has good internet connections. Keep.it Microaoft Teams",2
Good but sometimes ..... Showing network issues as my network is full 😐😑😑😑😑😑,0
I love this app,2
easy to use and great call quality,2
Not so good,1
"Solid layout , pleasant and absorbing. I'm not sure if it was my phone / system signal , but constant buffering . That said, I feel I retained the majority of content ...",1
APACGAMONDE,2
I'm using Samsung galaxy tab A. When I started using this app I can't see my background wallpapers! My son is using Google meet in his Google classroom domain account. Please help me solve this issue.,0
For now i give two star,0
Good,2
"This is working for one of the city counsel groups in which I'm a member. I'd just like to say that the audio can lag, making ""over-talk"" a frequent occurrence. Otherwise, after about 8 meetings, all the features are working perfectly.",2
Good,1
Nice app but has problems of link making and connectivity.,2
"Ability to lock meeting screen NEEDED. Too easy to accidentally turn on/off video, mic, audio, leave meeting... Sometimes use while walking with earbuds Do not like screen turning on with phone inside pocket without needing to unlocking phone. Google pixel 6",1
App crashes everytime I try to attend live video and I never see notifications. Please fix this issue!,0
Great,2
The picture was clear & and all but I could barely hear in my meeting even with turning my volume all the way up.,1
Very nice👍,2
Major connection issues,0
Mekedi,1
It is very useful app .,2
It is useful to employees,2
Excellent mobile interface! Great for participating/ attending a meeting.,2
The app is very good for school and business purpose but after some time this app needs to log in again as I did not log out of it and then the all time this app only shows me showing your results and i always need to delete this app and re install this app . I need the Microsoft to resolve this issue for this app Thank you,1
Nice application,2
Good,2
Legit,2
It is a good app,0
Facebook,0
Awesome,2
"1. Wish there was a feature to have 2 devices logged in & allow 1 device to chat function only and the other device to cast to tv for example. 2. The toolbar functionality in desktop is awkward to open and close to remove it from your view. 3. Lastly, the default syntax name of a screen shot -on different days- resets and copies the same previous names & for ex.- after 3 days of screenshots I noticed I had duplicate names for each days' worth of screenshots. Please advise how these can resolve?",0
،👎,1
Poor quality video and sound. Not smooth in any way,0
"Well, to start off, I can't get the backgrounds on meet when I get in to a meeting. Is that only allowed to normal android phones and iOS?, Because I am on an android tablet and I can't get it. Even though I uninstalled and reinstalled the app. Please fix it. Thank you.",1
The text box disappears when typing as my keyboard overlaps on it. Very difficult to see what I am typing. The UI must be updated.,0
This app is okay but old feature is amazing i dont like it very much,0
Good,1
Some in and out problems but pretty much overall it was good,2
"Thank you for your reply. The audio problem while sharing screen is on mobile / android / phone is used. I have no problem on PC/desktop used. Why when i do meet on phone, my audience cant here the audio from the youtube but can see the youtube video present? I present share screen and open youtube. They can see it but cannot hear the audio? It works on my pc. But it didnt on my android mobile.",0
"Pathetic app, so difficult to determine if you are in a meeting or not despite seeing the screen that the test session is in progress and seeing participant names and having the ability to send Question. I have been waiting for 15 minutes and nothing. Compared to Zoom and MS Teams, I give this APP a zero rating.",0
Good,2
Good for training.,2
Voice is low... continously disconnected audio...,0
We want to join the zoom meeting its asking for authentication and after that not password but as a organization,0
"Tip top, although the different screens are challenging",2
👌,0
Wonderful experience using app.. Easy to navigate and great quality of video meeting.,2
Good for collaboration between PC and mobile,2
Very user friendly. Taking unplanned calls is so much easier on Teams.,2
I can't see option of virtual background on my phone,1
Thank you 😊 It has-been change and now it is working nicely after updating,2
Habib k,0
#WeWantEstes,0
Good,1
the update for android won't allow the user to rename. Please fix this. And please allow background for mobile.,1
Would be great to be able to edit scheduled meetings. Adding users by emails is time consuming and you can't add more than one or add by contact.,0
best ever,2
Good,2
"Great. Video was clear and audio was good. Only 1 persons audio was choppy, but it may have been his connection.",2
"Had meetings through here from other teams. When i click the link from Google Hangouts from phone sometimes it does not work, or say that the link is invalid, etc. and it was Sooooo hard, always had to copy and paste the link to web browser and HOPE it works. For desktop, When we ask them for videos, it has no sound. When we ask them for a meeting we need to set it way in advance as they are always fumbling with the sound, or video. Always something goes wrong, maybe its them, maybe its the UI",0
"There's no way to mute the outgoing audio, or even substantially quiet it. Not my mic, the speaker. Re: yes, both the system and media volumes. No effect, pixel 4.",0
Shadrix niyonizera,1
It is very difficult to unmute the microphone every time I use it.,1
"It's so hard to get on. Everyt time I have ever used this app, I have had to log out and login in multiple times... Whether I'm on a computer or a phone. My spouse has had the same problems so I know it is not unique to my experience.",0
Good experience,2
Nice And Efficient for Online Classes As well as For Official Meetings.. :),2
Disappointed-keeps cutting out & too much reverb & screen freezing up,0
Average to medium poor video sharing and the sound goes in an out. ....In response to appreciated input. It doesn't seem to matter what wifi connection we are on business commercial account or high volume personal.,0
خوب است,1
Exceptional,2
It is not so good I can't hear any thing,0
After the latest update been done...I am unable to open the PDF file attached in the assignment....it's really hectic for the teachers using mobile phones to correct the PDF of the students...kindly fix this problem as soon as possible....until now everything was going smoothly...kindly fix the problem...there are lots of teachers facing the same issue... everyone is not using laptops...,0
Supper😊,0
Could receive audio nut not video. Got bumped off with an incoming call and took some time before reconnected to meeting,0
It's not reinstall and in pc use a mobile as a microphone is not working in India,1
It's amazing..... Really nice app to guide somebody,2
"My phone has the latest Android version yet the background replace feature is not available,its a great app,for now 3 star, please update the feature ASAP",1
Good,2
Good app for call and classes but sometimes it does show other members and just say that you are the only in meeting even if network is fast. And sometimes it take too long in setting up and ask to join button comes late...more over it sometimes leave the class automatically. Besides this it's quite ok...but they should work in these concerns too.,1
Love it!! Great quality. I have used a few times and have never had an issue. Awesome features! Hope it stays free.,2
This is very good app but the problem is that I can't use the virtual background in meet. So plz set the virtual background also supported the android phones,2
The audio is not being redirected to headphones. I am pixel 2xl,0
Excellent,2
Well worked but too much consuming data.,1
Fairly easy to use. Boot you off if there's too many people.,2
Sound and video was choppy. Cut alot of people speaking. if this was fixed this would definitely be a great app for communication for both parents and teachers. Update: app is fine but now computer version still can't get a clear sound or kids teacher can't hear her after a little bit.,1
Picture-Perfect‐Pausing! Loved the built-in moments we got to pause; without the uncertainty of if it was just a disconnection. Great service; the whole way through! Also great for cameras in Androids and MacBook.,2
Dilate,0
keta,1
Nice app but there is no background changer I know you will tell to go chrome and search google meet you can find background changer but it's your business you should keep it 😠😠😠😠😠😠😠😠😠😠😠😠😠,0
Not good,1
Qatar,2
Great,1
"This app is aggravatingly large, frustrating to use, and sucks up data like nobodys business. I wouldn't use it if I didn't have to for therapy.",0
Loved so much😍😍😍😍,2
Ok,2
"If i open webex while connected to Android Auto, all audio is silenced in my car. Pandora won't play, If I switch sources to XM radio that doesn't work. I have to unplug my phone and it instantly starts again. Easily the most annoying bug I've ever encountered. Pixel 5 / 2020 GMC Terrain",0
OP bolte,2
Looks like the latest update has broken the document viewing feature. No attached pdf or docx can be viewed or downloaded.,2
Network😥,0
New update is here🙌🙌✊.Now it's working properly. That problem in which the pdf was not opening is resolved.,2
Audio clarity and intermitent disruption of voice,1
Great,2
"App is good but few issues - 1.Need to address battery issue. It just drains my battery. 2. Doesn't stop ringing even after clicking volume buttons, doesn't go on silent mode.",0
Audio issues. Unable to clearly hear the person talking. There are constant interruptions in between.,1
Nice app,2
Its a good app but the back ground is not possible,0
"There's a bug! I can't open the files on assignment tab. I used this app for the platform we used for studying, and the problem is I can't pass on time because of this bug. Please fix.",0
it keeps loosing the connection,0
Great experience....easy to login and use. No video or audio issues at all.,2
Poor Audio Quality along with distortion,0
It would be nice to have a voice equalizer next to the caller to tell where noise is coming from like another free Tele-conference I used!,1
"The quality of the picture is lacking on my Android tablet. Also, the lackof audio via this app is a bit inconvenient. Hope this will be incorporated in next version update.",1
It is not good app because I didn't feel like zoom and it takes very network issue and takes very much amount of net,0
Intermittent audio breakup.,2
Sana po maupdate,2
Crashing a lot .. when it works it is great but crashing on my note 10 many times per day,0
Well very helpful 👍,2
"I can't open files in word, it's not well optimized, sometimes the microphone turn on by it's self, I thought zoom was bad, but this is on another level...",0
User friendly,2
Great app. Easy to use. Free for attending mettings. Smooth working.,2
to give it one star would is an exagerate its usefullness and the ease with which it can be used is dreadful How people can make living creating rubbish like this is beyond me,0
gotam bhowmik,1
V good,2
Nice but need to some betterment in voice and visualisation,1
I was just open the app and enter my code and joining in my group but it was asking email address so when I enter my email address it saying that is incorrect information so I don't know about this.Is this your fault or my please check this.,0
#WeWantEstesSkin,0
"App is working good, but it hangs every login. Need to uninstall and reinstall everytime. After upgrade works fine.",2
My Experience is good but some voice problem is irritating me.,2
Audio was low so it was hard hearing and communicating.,1
"Very good, but not not good then zoom, and also, sometimes any meeting gets hazy video quality...",2
The new update contains a lot of glitches as attached pdf are not accessible and also students unable to upload there files as well kindly release a new update as soon as possible as exam are going on.,0
Good experience.,2
"Overall works great, but there isn't any option to adjust video and audio. The App also limits my usage time to 45 mins when the meeting is just between me and another person. So annoying.",1
ɢᴏᴏᴅ Aᴘᴘ ᴇᴠᴇʀ ❣️ᴛʜᴇʀᴇ ɪs ᴏɴʟʏ ᴏɴᴇ ᴍɪsᴛᴀᴋᴇ ᴛʜᴀᴛ sᴜᴅᴅᴇɴʟʏ ᴏʀ ᴍɪsᴛᴀᴋᴇɴʟʏ ᴍɪᴄ ᴏʀ ᴠɪᴅᴇᴏ ᴏᴘᴛɪᴏɴ ᴏɴ ...........ᴋɪɴᴅʟʏ ᴄʟᴇᴀʀ ᴛʜᴀᴛ ɪssᴜᴇ🙄,1
Convenient for you,2
#WeWantEstes,0
It will not work for window phone,1
"Teams is a great tool for staying in touch with my team, coworkers, and classmates! Luv this app!",2
Fb censoring palestinian content,0
So far its working out awesome. Love the app. Keep up good work. Makes your work easy from the comfort of your home. Its very user friendly.,2
Best among all the video conferencing app but creates problem when participants are more than hundred Due to this I missed my meetings. Try to fix it ASAP 🙂,1
"Very clunky, documents are slow to open and navigate. Doesn't appear thsy documents can be downloaded to view via a different platform. The groups are difficult to find as well.",0
"I cant see virtual background option in my phone , the zoom is updated and also I can't see blue background option in my laptop and zoom is updated in latop too",1
Was not audible at times,1
Really useful. Beautiful interface,2
"Easy to log into, clear and steady audio and video.",2
"It is taking so, many data please repair it but i did not now how to change the background please make a option for it",0
App is good but network connection error,1
Not easy,0
It's okay very good!but can you pls put a raise hand button because when my net are weak my cam are off in other participants i hope that the raise hand button can be return!thankyou Godbless!,2
"Yes, excellent. Connection / joining a meeting is tricky if you don't have a link.",2
The interfacing system option with other apps make the communication easier. Especially with MS Planner & Sharepoint.,2
Very staticky,0
Very nice video conferencing app but the problems I face daily is the stutter too much even you have the fastest internet connection in the world at the last the audio stutters also video quality is not good. When u change ur name in this app it changes after 2-3 days or a whole week. If ur a ms teams pro u can fix the problems temporarily,1
Nice,0
Very usable. Easy to do meeting,2
Great app for one-on-one calls and works great from the UAE 🇦🇪.,2
This app is absolutely good but it uses lots of mobile data,1
Lots of overlap and background noise unless you mute when you're not talking. Video feeds come and go from some attendees.,1
This app is very useful 👌... I use it for my class and for my son online studies.... but I need a help where shall I see grid layout option.. I really need it for my class to see all students at once... I have an updated version of Google meet but I can't find layout option....i have been told to check out with the corner 3 dots option but i cannot see layout option in it.... Kindly help me with this... Thank you 😊,2
Nice good good but some issues of meeting like of blurry video and screen sharing problems and echoing sound otherwise it is best,2
Finally somebody realized that logging in for every damn thing is a PITA.,2
Log in is headache. Keeps showing error now and then,0
Nice and good aps...but sometims have a network comunikation but its my foult😅,2
Voice is breaking..,1
"Poor connection, frequent drops, constant updates that improve nothing",0
"I can't understand what's going on with this app. A few days gone, while me and my frnds r doing class some unknown people r also joining the class and some of them name as zoom administrator, zoom meeting like this people coming and disturbing our class please help us or else it will be very difficult to do the class",0
I love this app but the reason I gave this app only the star is when I jaidev to a free meeting for 40 minutes but it is ending the meeting before 40 minutes only,1
AWESOME!,2
Use this instead of Zoom. It works much better than Zoom,2
Its a very good app but sometimes I have problem and I cant join the meeting and cant hear others voice.,2
👌👌👌,2
It is a awesome app. I am able to connect easily to my calls without any bug. THANK you,2
Very difficult to join someones room for the first time. I should be able to type a name of the person in my organization and his room appears,0
"In mobile in when the host start sharing screen in mobile can you add an mini camera becuase my secrets have reavel becuase i can,t see if its front or backward pls put it becuase im dissapointed of this. And i recomded it why laptop and computer have a camera of your own! This only most problem in zoom! And just make you an shy ! Pls recomended it i don,t want to happen again",0
Feeling great,2
This app has allowed me to continue my meetings with ease during the disruption and difficulty of covid19. I'm very grateful to gtm for this amazing service.,2
I'm work in online shoppinp for industrial component and this ap is very good for me,2
"First off, as a student I use this application alot for class. Using it I have experienced some problems. 1) Distorted audio 2) Screen Sharing video distortion 3) Disconnect me from meeting 4) Sometimes it crashes Other than that it's an okay app.",1
Good but net taking aap and also all the cameras also off when using it thats very bad thing happening but plzzz fix it.,0
Great way to connect your people,2
Sometimes it have problem connecting to meeting even with good net. Dev's please solve this issue. And I have also reinstalled the application. But still the same problem,1
Very good,2
"ok ratings from me but better use it in a phone only because in laptops or computers , it makes them get hang manier times",1
I am very disappointed with Google meet in starting this app working very nice but i don't no what is the promble with this app i try many things to fix my camera promble but my camera is not working properly plz fix it,0
Quality is very best,2
"It's a bit confusing, I'm used to Skype. I wish One Drive, Outlook and Teams were a bit more integrated. Would make adopting easier. Why not send instant messages and emails from outlook and email from Teams? Why not store Teams files on OneDrive so you don't have two repositories? Makes it difficult to enjoy full efficiency and help other people adapt.",2
Good job!,2
first time use,1
Can't stream to other platforms outside of YouTube on Zoom Mobile.,0
Nice app,1
GooD,1
"Loaded to my computer, it has overlayed my scree. Unable to un install as it wont let me into any thing as during the installation it now wants me to pair it to a life sizexroom controller app. Where is that? You go to apps and there is not a life size specific one. Only option is to wipe computer and start again then reload my back up. Should not be this hard",0
#4200gujarat,0
Éste software está pésimo lo pone lento a la computadora....,0
Add to change back ground in 3gb ram also,1
Good,0
work is awesome,2
It's so so much good but it is blur I don't like it,2
Helps keep my workforce organised and up to date... and is free!! If you can use Facebook you can use this app .. so easy.. just wish it looked a bit better and had more time put into it like Facebook itself.,1
Porn dekhne me v itna net nhi jata jitna ek class krne me Chala jata h,0
It stops and freezes a lot,1
"Sound and pictures quality, ok",1
Awesome app. Love it...,2
Good,2
I m giving 3 stars bcz whenever i m in the class everything okk but when i press my homebutton im in class but i cant listen to anything whatever is going in class many times i even cleared data of app and uninstalled also but the same continued...,1
